x,y,cluster
-0.8748155357803646,-1.0231273601359518,0
2.9102288371141167,2.441120525467189,1
-0.7662087981145791,-1.0585916882780289,0
-1.0727088868384602,-0.9588118311322108,0
2.9598782194254016,2.419942783920878,1
-2.085151536129912,-0.02679297479150819,2
-1.6108657534689081,0.5665415257700623,2
-1.5438545855933006,1.0579775062052668,2
-1.6457131446900004,0.555222739979679,2
2.5005909713605385,-0.47525578802050494,1
0.39858833978685215,0.21882889097108407,0
3.844495412965038,-1.7433052278957022,1
0.24236458369095154,0.20650317862507503,0
0.5708873701113868,1.1920552005934248,1
-2.0892929685191763,-0.08380090846169087,2
2.1293053355639677,0.9254531332956019,1
-2.110366335053562,-0.055034531639098855,2
-1.593370646824872,0.5393467156326045,2
-2.0886464998425933,-0.08401200565301319,2
-1.5102382144110502,1.0470004522565177,2
2.965635051648449,2.148923276327028,1
-1.004829675797365,-0.9809770362210214,0
-0.12268649004031021,0.09899483210298354,0
-0.71384483531148,-1.0756905607751166,0
0.7821590365077626,-1.2929178343919336,0
-2.088322005235823,-0.06588038059409806,2
1.775761463969933,1.0471193846519313,1
-1.2365326115715505,-0.15631294931387413,2
2.5005909713605385,-0.47525578802050494,1
-1.0966282278719621,-0.9510012350532833,0
1.9327585009818156,1.0093611454034173,1
-1.5539145926154028,0.5252469388119404,2
2.112238758485488,0.9293709400622465,1
-1.8561077378877862,0.721022433753996,2
-2.0851515361299167,-0.02679297479150834,2
3.388021765678353,-2.1796035313289694,1
-1.7091100048709793,0.5783559610292764,2
-2.0851515361299167,-0.02679297479150834,2
-0.46303480993024915,0.1696615408622771,0
-1.0468501397751733,-0.9672557187850851,0
-0.7868957957652094,-1.0518365781557188,0
-1.6735112977830124,0.5642999192065293,2
-2.0960127140038805,-0.03054141143912773,2
-0.44700188264363155,0.1717211999793195,0
-2.099311972737712,-0.06229172834162198,2
-2.110366335053562,-0.055034531639098855,2
-1.074001824191604,-0.9583896367495567,0
-1.1894237373960774,-0.1303573043711719,2
1.8449318632536054,1.033987740231264,1
-1.7974343839586862,0.6374238317754903,2
1.8332954270751352,1.0377874896750618,1
-1.1403781670394637,0.12301229142415167,0
-0.7002689931032646,-1.0801236017928808,0
-0.889758251365826,-1.0185523362763558,0
-1.7439870921083596,0.705079941014219,2
-1.8279921650380861,0.7047474167487422,2
-2.10650898793206,-0.05507826663701566,2
-1.568783372176781,0.5301021742123486,2
-1.1403781670394637,0.12301229142415167,0
-1.5772303948483173,0.5352921339995678,2
-2.1065304528700475,-0.05385541848699973,2
3.388021765678353,-2.1796035313289694,1
-0.7616835173785244,-1.060069368617281,0
3.0581414582658364,2.3878560108399234,1
-2.110366335053562,-0.055034531639098855,2
-1.0539612952175719,-0.964933649680542,0
-2.1199320550374017,-0.02273081536020976,2
2.5005909713605385,-0.47525578802050494,1
-1.6651286699254375,0.5627785038693577,2
2.5005909713605385,-0.47525578802050494,1
-0.9304842355617144,0.4690748542953208,0
-1.6456102676094297,1.0693195957338744,2
-1.0875776663998191,-0.9539565957317928,0
-0.5098992048843314,0.1360650881345327,0
-0.7448753317874005,-1.0655578955916554,0
-1.7258859691640727,0.6991692196572002,2
-1.6334517047729353,0.5524347414945748,2
-2.1093764273691824,-0.07481119923067417,2
-1.0824059169871663,-0.9556453732623691,0
1.8791947031124339,1.022799589091193,1
2.9786258110462898,2.4138209653725413,1
2.89123406109748,-2.129361294552386,1
1.6593861462526298,0.9475125017087167,1
0.35303984568747326,-0.027303102817889058,0
3.148652645432744,-2.1500668544606607,1
-2.0851515361299167,-0.02679297479150834,2
-1.5901597683799507,0.5395140778260099,2
-1.7924747633889457,0.6844378830542243,2
-1.7465754873516466,0.6694499824703549,2
3.092404298124665,2.376667859699852,1
-2.0892929685191763,-0.08380090846169087,2
2.5071543069161737,-2.0849887351722782,1
1.8985887634098844,1.0164666733515293,1
-1.5326240561641815,0.5207264277983426,2
-1.2568086706115729,1.476114063736405,2
-0.9710819234434301,0.21880030196910388,0
2.939191221774807,2.42669789404319,1
0.5750491064656349,1.1930965164564975,1
-1.1403781670394637,0.12301229142415167,0
-0.9983649890315477,-0.9830880081342428,0
2.90557485059256,2.4376749479919395,1
1.2696991393822978,1.1107954760722865,1
0.3596889879165181,-0.028123566064230936,0
2.5005909713605385,-0.47525578802050494,1
0.7283422686701637,-1.7008074889807312,1
2.969575249574145,2.4167763260510506,1
2.9831510917823625,2.4123432850332867,1
-2.1100228960457645,-0.07460010203935213,2
-2.1065304528700475,-0.05385541848699973,2
-0.9033340935740413,-1.0141192952585916,0
3.0678384884145613,2.3846895529700918,1
3.9990812758794347,-1.5305855720257697,1
-0.3610014436722592,0.770790967176178,0
-0.9007482188677146,-1.01496368402388,0
-1.46100561201713,1.2449117569708903,2
-2.1093764273691824,-0.07481119923067417,2
3.809019484964424,-1.4685229977770715,1
0.24331408203631674,0.22564655464268396,0
2.5351535755515764,-1.9520023396839468,1
-0.45411303808603004,0.17404326908386256,0
-1.0921029471358905,-0.9524789153925377,0
3.0309897738494054,2.3967220928754513,1
-2.110366335053562,-0.055034531639098855,2
2.619734954131529,-2.0966262350937854,1
1.899881700763048,1.0160444789688854,1
2.9941410592842503,2.4087546327808114,1
-0.7759058282633209,-1.0554252304081946,0
-1.2574128003666467,0.4598221609494285,0
1.732172253999403,1.0545992559447948,1
-1.797450807822753,0.7115953745438112,2
-1.7425009703133099,0.6936521132814324,2
-0.9578199580373812,-1.0142292306970038,0
0.249132300125552,0.22374667992078504,0
-0.9602233371132284,-0.9955427424222467,0
-0.734531832962094,-1.068935450652809,0
1.1882437680574125,-1.7841620192485954,1
-1.529531291734788,1.267288059251033,2
-2.0892929685191763,-0.08380090846169087,2
-0.45411303808603004,0.17404326908386256,0
-1.5409852190837687,0.5210249949854984,2
-0.9610523014202895,-1.013173744740393,0
-1.6683824782463337,0.5650568379759842,2
1.1901831740871578,-1.7847953108225612,1
1.557288828879584,-1.172158631320253,1
-2.0892929685191763,-0.08380090846169087,2
-1.1403781670394637,0.12301229142415167,0
-0.8476638513638874,-1.0319934421714412,0
-0.7332388956089302,-1.0693576450354534,0
1.0402024411202089,-1.7358207624358337,1
2.5005909713605385,-0.47525578802050494,1
-2.10650898793206,-0.05507826663701566,2
3.2816354900136377,-2.166476119387499,1
3.972576060139587,-1.521930587181563,1
-0.7170771786943883,-1.0746350748185058,0
3.994555995143364,-1.5291078916865144,1
0.7126685204158926,1.1750399086869299,1
-2.139326115334853,-0.016397899620546563,2
3.0788284559164496,2.381100900717616,1
-1.594685049116022,0.5409917581652646,2
-2.110366335053562,-0.055034531639098855,2
-0.07526954512213187,0.21725364487292242,0
