Time,Source,Destination,Protocol,Length,Info
48.485352,81.131.67.131,172.186.173.245,UDP,61,41730  >  6346 Len=19
19.407227,81.131.67.131,80.185.105.19,UDP,61,41730  >  6346 Len=19
57.267578,81.131.67.131,207.148.176.7,UDP,61,41730  >  6346 Len=19
47.438477,81.131.67.131,201.12.152.2,UDP,61,41730  >  1313 Len=19
68.591296,fe80::a8f9:bf90:88d5:7c62,ff02::c,UDP,686,52892  >  3702 Len=624
35.657227,81.131.67.131,82.122.102.50,UDP,61,41730  >  6346 Len=19
22.912169,192.168.137.147,239.255.255.250,UDP,666,56935  >  3702 Len=624
2168.280891,192.168.137.1,255.255.255.255,UDP,56,49733  >  3289 Len=14
19.570313,81.131.67.131,218.72.89.80,UDP,61,41730  >  6346 Len=19
7.208812,193.63.53.155,224.1.2.3,UDP,1482,1976  >  6003 Len=1440
39.921875,81.106.187.198,81.131.67.131,UDP,61,15669  >  41730 Len=19
6.734375,81.131.67.131,62.39.164.74,UDP,61,41730  >  6346 Len=19
108.531754,fe80::a8f9:bf90:88d5:7c62,ff02::c,UDP,686,53620  >  3702 Len=624
22.767578,81.131.67.131,81.51.63.95,UDP,61,41730  >  6346 Len=19
2508.655968,192.168.137.1,255.255.255.255,UDP,56,49162  >  3289 Len=14
23.97047,192.168.137.147,239.255.255.250,UDP,666,51575  >  3702 Len=624
45.407227,81.131.67.131,81.106.187.198,UDP,50,41730  >  15677 Len=8
44.299805,81.131.67.131,38.115.4.204,UDP,54,41730  >  21284 Len=12
6.848447,193.63.53.155,224.1.2.3,UDP,1482,1976  >  6003 Len=1440
21.594727,81.131.67.131,80.171.9.79,UDP,61,41730  >  6346 Len=19
364.047302,192.168.18.83,192.168.18.255,UDP,82,57621  >  57621 Len=40
8.692225,193.63.53.155,224.1.2.3,UDP,1482,1976  >  6003 Len=1440
7.3125,218.13.89.168,81.131.67.131,UDP,61,65198  >  41730 Len=19
20.548828,81.131.67.131,83.132.177.64,UDP,61,41730  >  6346 Len=19
4.193127,193.63.53.155,224.1.2.3,UDP,1482,1976  >  6003 Len=1440
11.814453,81.131.67.131,68.21.34.173,UDP,61,41730  >  6346 Len=19
1.670656,193.63.53.155,224.1.2.3,UDP,1482,1976  >  6003 Len=1440
534.296841,192.168.137.1,255.255.255.255,UDP,56,57070  >  3289 Len=14
5.677528,193.63.53.155,224.1.2.3,UDP,1482,1976  >  6003 Len=1440
34.079102,81.131.67.131,81.106.187.198,UDP,50,41730  >  15660 Len=8
2097.625285,192.168.137.1,255.255.255.255,UDP,56,59780  >  3289 Len=14
61.612758,192.168.137.147,239.255.255.250,UDP,666,57689  >  3702 Len=624
8.21875,81.131.67.131,66.50.6.35,UDP,50,41730  >  6346 Len=8
6.78125,81.131.67.131,64.235.163.143,UDP,61,41730  >  25985 Len=19
103.473361,192.168.137.147,239.255.255.250,UDP,666,53619  >  3702 Len=624
53.139115,fe80::a8f9:bf90:88d5:7c62,ff02::c,UDP,686,51064  >  3702 Len=624
5.609375,81.131.67.131,195.130.143.128,UDP,61,41730  >  6346 Len=19
8.330078,81.131.67.131,212.129.214.254,UDP,61,41730  >  6346 Len=19
103.190244,192.168.137.147,239.255.255.250,UDP,666,53619  >  3702 Len=624
19.386719,85.68.186.238,81.131.67.131,UDP,50,6346  >  41730 Len=8
0.817095,193.63.53.155,224.1.2.3,UDP,1482,1976  >  6003 Len=1440
16.518104,192.168.2.6,224.0.1.129,UDP,106,42320  >  42320 Len=64
19.176758,83.237.103.61,81.131.67.131,UDP,50,6346  >  41730 Len=8
56.267578,81.131.67.131,65.8.139.48,UDP,323,41730  >  14233 Len=281
95.797769,192.168.137.147,239.255.255.250,UDP,666,53615  >  3702 Len=624
48.516602,81.131.67.131,82.44.146.72,UDP,61,41730  >  34087 Len=19
