Time,Source,Destination,Protocol,Length,Info
46.063477,81.131.67.131,65.223.109.8,HTTP,412,GET /zebralogo.jpg HTTP/1.1 
859.248425,192.168.137.147,172.16.0.73,HTTP,292,CONNECT assets.msn.com:443 HTTP/1.1 
814.248757,172.16.0.73,192.168.137.147,HTTP,93,HTTP/1.1 200 Connection established 
1720.919781,2800:484:b384:c80a:f81c:f268:6f0b:c2f4,2606:4700:4400::6812:2044,HTTP,307,GET /MFIwUDBOMEwwSjAJBgUrDgMCGgUABBQh80WaEMqmyEvaHjlisSfVM4p8SAQUF9nWJSdn%2BTHCSUPZMDZEjGypT%2BsCEQCgrXpHJTCPCY8s7Dvkkyuq HTTP/1.1 
232.361596,77.234.42.238,192.168.137.147,HTTP,829,HTTP/1.1 200 OK 
164.363995,192.168.137.147,172.16.0.73,HTTP,330,CONNECT edge-conumer-static.azureedge.net:443 HTTP/1.1 
600.742803,192.168.18.46,34.203.15.122,HTTP,224,DELETE /delete HTTP/1.1 
42.877706,208.111.136.0,192.168.137.147,HTTP,308,HTTP/1.1 304 Not Modified 
53.175754,172.16.0.73,192.168.137.147,HTTP,93,HTTP/1.1 200 Connection established 
1675.174659,192.168.137.147,23.197.207.147,HTTP,233,GET /files/emupdate/updates.xml HTTP/1.1 
143.865227,172.16.0.73,192.168.137.147,HTTP,93,HTTP/1.1 200 Connection established 
141.052761,192.168.137.147,172.16.0.75,HTTP,303,GET /wpad/wpad.pac HTTP/1.1 
0.121887,10.251.23.139,93.17.156.250,HTTP,204,GET /nb6dsl_Vers%203.3.4_ter/nb6-3.3.4_ter.sha256sum HTTP/1.1 
41.563803,208.111.136.0,192.168.137.147,HTTP,309,HTTP/1.1 304 Not Modified 
498.111761,192.168.18.46,34.193.132.77,HTTP,309,POST /post HTTP/1.1  (application/x-www-form-urlencoded)
860.046984,172.16.0.73,192.168.137.147,HTTP,93,HTTP/1.1 200 Connection established 
462.140328,192.168.18.46,34.193.132.77,HTTP,307,PUT /put HTTP/1.1  (application/x-www-form-urlencoded)
594.394376,192.168.18.46,34.203.15.122,HTTP,224,DELETE /delete HTTP/1.1 
1372.36481,172.16.0.73,192.168.137.147,HTTP,93,HTTP/1.1 200 Connection established 
589.612256,192.168.18.46,34.203.15.122,HTTP,307,PUT /put HTTP/1.1  (application/x-www-form-urlencoded)
1343.493912,192.168.137.147,77.234.42.238,HTTP,360,GET /R/A3sKIGNlNTk2OTI4ZTRlMzQ1YTY4NzhiMTQzZjRlM2ViMDgyEgQCFAMjGKwCIgH-KggIBBDR_cOoASoICAMQrZXwpwEyCwgEENH9w6gBGIAKOKGvhLgBQiB2Okp2x-WtUTM7raVuZ0HyTTQhen0mylawxE9EhH8xXkiAgyg= HTTP/1.1 
6.711727,131.212.31.167,128.119.245.12,HTTP,1190,POST /ethereal-labs/lab3-1-reply.htm HTTP/1.1  (text/plain)
52848.826174812,127.0.0.1,127.0.0.1,HTTP,383,GET / HTTP/1.1 
415.537309,192.168.18.46,34.199.93.197,HTTP,309,POST /post HTTP/1.1  (application/x-www-form-urlencoded)
486.42875,192.168.18.46,34.193.132.77,HTTP,93,POST /post HTTP/1.1  (application/x-www-form-urlencoded)
146.054839,192.168.137.147,172.16.0.73,HTTP,288,CONNECT www.bing.com:443 HTTP/1.1 
75.348754,77.234.42.238,192.168.137.147,HTTP,1204,HTTP/1.1 200 OK 
536.383133,192.168.18.46,34.203.15.122,HTTP,224,DELETE /delete HTTP/1.1 
