Time,Source,Destination,Protocol,Length,Info
11.501953,2002:5183:4383::5183:4383,2001:638:902:1:201:2ff:fee2:7596,FTP,110,Request: USER anonymous
35.211435,127.0.0.1,127.0.0.1,FTP,50,Request: PASV
50.306561,127.0.0.1,127.0.0.1,FTP,98,Response: 125 Data connection already open. Transfer starting.
23.144711,127.0.0.1,127.0.0.1,FTP,92,"Response: 227 Entering passive mode (127,0,0,1,203,218)."
62.382487,127.0.0.1,127.0.0.1,FTP,50,Request: PASV
14.08073,127.0.0.1,127.0.0.1,FTP,68,Response: 226 Transfer complete.
52.314717,127.0.0.1,127.0.0.1,FTP,68,Response: 226 Transfer complete.
77.504624,127.0.0.1,127.0.0.1,FTP,69,Response: 200 Type set to: ASCII.
72.448757,127.0.0.1,127.0.0.1,FTP,69,Response: 200 Type set to: ASCII.
33.195453,127.0.0.1,127.0.0.1,FTP,98,Response: 125 Data connection already open. Transfer starting.
60.368656,127.0.0.1,127.0.0.1,FTP,50,Request: NLST
69.420151,127.0.0.1,127.0.0.1,FTP,69,Response: 200 Type set to: ASCII.
44.260314,127.0.0.1,127.0.0.1,FTP,50,Request: PASV
52.316616,127.0.0.1,127.0.0.1,FTP,65,Request: RETR qajcnovwzz.txt
64.39505,127.0.0.1,127.0.0.1,FTP,63,Response: 250 File removed.
35.210384,127.0.0.1,127.0.0.1,FTP,68,Response: 226 Transfer complete.
50.294967,127.0.0.1,127.0.0.1,FTP,52,Request: TYPE A
64.391487,127.0.0.1,127.0.0.1,FTP,92,"Response: 227 Entering passive mode (127,0,0,1,205,196)."
65.40061,127.0.0.1,127.0.0.1,FTP,50,Request: PASV
18.113133,127.0.0.1,127.0.0.1,FTP,52,Request: TYPE A
45.269955,127.0.0.1,127.0.0.1,FTP,92,"Response: 227 Entering passive mode (127,0,0,1,204,233)."
7.031527,127.0.0.1,127.0.0.1,FTP,69,Response: 200 Type set to: ASCII.
14.075258,127.0.0.1,127.0.0.1,FTP,92,"Response: 227 Entering passive mode (127,0,0,1,203,104)."
76.498449,127.0.0.1,127.0.0.1,FTP,68,Response: 226 Transfer complete.
5.018191,127.0.0.1,127.0.0.1,FTP,92,"Response: 227 Entering passive mode (127,0,0,1,202,248)."
75.482525,127.0.0.1,127.0.0.1,FTP,69,Response: 200 Type set to: ASCII.
80.535063,127.0.0.1,127.0.0.1,FTP,52,Request: TYPE I
76.488043,127.0.0.1,127.0.0.1,FTP,52,Request: TYPE A
37.223657,127.0.0.1,127.0.0.1,FTP,92,"Response: 227 Entering passive mode (127,0,0,1,204,135)."
33.192909,127.0.0.1,127.0.0.1,FTP,91,"Response: 227 Entering passive mode (127,0,0,1,204,81)."
13.065757,127.0.0.1,127.0.0.1,FTP,50,Request: PASV
47.281659,127.0.0.1,127.0.0.1,FTP,70,Response: 200 Type set to: Binary.
55.333297,127.0.0.1,127.0.0.1,FTP,98,Response: 125 Data connection already open. Transfer starting.
47.282101,127.0.0.1,127.0.0.1,FTP,90,"Response: 227 Entering passive mode (127,0,0,1,205,1)."
45.273167,127.0.0.1,127.0.0.1,FTP,69,Response: 200 Type set to: ASCII.
69.42834,127.0.0.1,127.0.0.1,FTP,52,Request: TYPE I
69.424343,127.0.0.1,127.0.0.1,FTP,90,"Response: 227 Entering passive mode (127,0,0,1,206,3)."
72.452432,127.0.0.1,127.0.0.1,FTP,50,Request: PASV
44.260033,127.0.0.1,127.0.0.1,FTP,52,Request: TYPE A
50.295709,127.0.0.1,127.0.0.1,FTP,91,"Response: 227 Entering passive mode (127,0,0,1,205,37)."
27.169269,127.0.0.1,127.0.0.1,FTP,63,Response: 250 File removed.
15.088428,127.0.0.1,127.0.0.1,FTP,50,Request: NLST
45.270708,127.0.0.1,127.0.0.1,FTP,50,Request: NLST
35.215599,127.0.0.1,127.0.0.1,FTP,52,Request: TYPE I
33.196334,127.0.0.1,127.0.0.1,FTP,69,Response: 200 Type set to: ASCII.
76.488228,127.0.0.1,127.0.0.1,FTP,69,Response: 200 Type set to: ASCII.
9.039397,127.0.0.1,127.0.0.1,FTP,91,"Response: 227 Entering passive mode (127,0,0,1,203,40)."
77.508014,127.0.0.1,127.0.0.1,FTP,68,Response: 226 Transfer complete.
15.094649,127.0.0.1,127.0.0.1,FTP,68,Response: 226 Transfer complete.
48.287017,127.0.0.1,127.0.0.1,FTP,52,Request: TYPE I
75.483489,127.0.0.1,127.0.0.1,FTP,50,Request: NLST
6.025996,127.0.0.1,127.0.0.1,FTP,98,Response: 125 Data connection already open. Transfer starting.
13.065491,127.0.0.1,127.0.0.1,FTP,52,Request: TYPE I
33.196762,127.0.0.1,127.0.0.1,FTP,91,"Response: 227 Entering passive mode (127,0,0,1,204,83)."
71.438888,127.0.0.1,127.0.0.1,FTP,98,Response: 125 Data connection already open. Transfer starting.
13.066648,127.0.0.1,127.0.0.1,FTP,65,Request: RETR qeyyfyjijt.txt
15.084762,127.0.0.1,127.0.0.1,FTP,92,"Response: 227 Entering passive mode (127,0,0,1,203,119)."
