"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000000","10.0.0.1","230.4.4.1","UFTP","122","ANNOUNCE   ID=8987CB7E"
"2","0.000077434","10.0.0.2","10.0.0.1","UFTP","98","REGISTER   ID=8987CB7E"
"3","0.006294376","10.0.0.2","224.0.0.22","IGMPv3","54","Membership Report / Join group 230.5.5.25 for any sources"
"4","0.162296665","10.0.0.2","224.0.0.22","IGMPv3","54","Membership Report / Join group 230.5.5.25 for any sources"
"5","2.504460551","10.0.0.1","230.5.5.25","UFTP","66","REG_CONF   ID=8987CB7E"
"6","2.518162996","10.0.0.1","230.4.4.1","UFTP","122","ANNOUNCE   ID=8987CB7E"
"7","5.010289742","92:e0:8f:ff:5f:42","e2:e4:de:0e:37:0a","ARP","42","Who has 10.0.0.1? Tell 10.0.0.2"
"8","5.010311885","e2:e4:de:0e:37:0a","92:e0:8f:ff:5f:42","ARP","42","10.0.0.1 is at e2:e4:de:0e:37:0a"
"9","5.020736221","10.0.0.1","230.4.4.1","UFTP","122","ANNOUNCE   ID=8987CB7E"
"10","7.522622264","10.0.0.1","230.4.4.1","UFTP","122","ANNOUNCE   ID=8987CB7E"
"11","10.022971325","10.0.0.1","230.5.5.25","UFTP","386","FILEINFO   ID=8987CB7E:0001"
"12","10.023117555","10.0.0.2","10.0.0.1","UFTP","78","INFO_ACK   ID=8987CB7E:0001"
"13","10.063132473","10.0.0.1","230.5.5.25","UFTP","1514","FILESEG    ID=8987CB7E:0001  Pass=1  Seq=0"
"14","10.063155910","10.0.0.1","230.5.5.25","UFTP","1514","FILESEG    ID=8987CB7E:0001  Pass=1  Seq=1"
"15","10.071300642","10.0.0.1","230.5.5.25","UFTP","1514","FILESEG    ID=8987CB7E:0001  Pass=1  Seq=2"
"16","10.082950884","10.0.0.1","230.5.5.25","UFTP","1514","FILESEG    ID=8987CB7E:0001  Pass=1  Seq=3"
"17","10.094693371","10.0.0.1","230.5.5.25","UFTP","1514","FILESEG    ID=8987CB7E:0001  Pass=1  Seq=4"
"18","10.106480522","10.0.0.1","230.5.5.25","UFTP","1514","FILESEG    ID=8987CB7E:0001  Pass=1  Seq=5"
"19","10.118083941","10.0.0.1","230.5.5.25","UFTP","1514","FILESEG    ID=8987CB7E:0001  Pass=1  Seq=6"
"20","10.129800799","10.0.0.1","230.5.5.25","UFTP","1514","FILESEG    ID=8987CB7E:0001  Pass=1  Seq=7"
"21","10.141520523","10.0.0.1","230.5.5.25","UFTP","1514","FILESEG    ID=8987CB7E:0001  Pass=1  Seq=8"
"22","10.153236240","10.0.0.1","230.5.5.25","UFTP","1514","FILESEG    ID=8987CB7E:0001  Pass=1  Seq=9"
"23","10.164952712","10.0.0.1","230.5.5.25","UFTP","1514","FILESEG    ID=8987CB7E:0001  Pass=1  Seq=10"
"24","10.176771169","10.0.0.1","230.5.5.25","UFTP","1514","FILESEG    ID=8987CB7E:0001  Pass=1  Seq=11"
"25","10.188390707","10.0.0.1","230.5.5.25","UFTP","1514","FILESEG    ID=8987CB7E:0001  Pass=1  Seq=12"
"26","10.200106580","10.0.0.1","230.5.5.25","UFTP","1514","FILESEG    ID=8987CB7E:0001  Pass=1  Seq=13"
"27","10.211823286","10.0.0.1","230.5.5.25","UFTP","1514","FILESEG    ID=8987CB7E:0001  Pass=1  Seq=14"
"28","10.223540674","10.0.0.1","230.5.5.25","UFTP","1514","FILESEG    ID=8987CB7E:0001  Pass=1  Seq=15"
"29","10.235259580","10.0.0.1","230.5.5.25","UFTP","1514","FILESEG    ID=8987CB7E:0001  Pass=1  Seq=16"
"30","10.246980217","10.0.0.1","230.5.5.25","UFTP","1514","FILESEG    ID=8987CB7E:0001  Pass=1  Seq=17"
"31","10.258697045","10.0.0.1","230.5.5.25","UFTP","1514","FILESEG    ID=8987CB7E:0001  Pass=1  Seq=18"
"32","10.270414104","10.0.0.1","230.5.5.25","UFTP","1514","FILESEG    ID=8987CB7E:0001  Pass=1  Seq=19"
"33","10.282132822","10.0.0.1","230.5.5.25","UFTP","1514","FILESEG    ID=8987CB7E:0001  Pass=1  Seq=20"
"34","10.293850764","10.0.0.1","230.5.5.25","UFTP","1514","FILESEG    ID=8987CB7E:0001  Pass=1  Seq=21"
"35","10.305568562","10.0.0.1","230.5.5.25","UFTP","1514","FILESEG    ID=8987CB7E:0001  Pass=1  Seq=22"
