"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","RichardH_00:09:ba","LLDP_Multicast","PTPv2","68","Peer_Delay_Req Message"
"2","0.282200","RichardH_00:09:ba","IEEEI&MS_00:00:00","PTPv2","60","Sync Message"
"3","0.284081","RichardH_00:09:ba","IEEEI&MS_00:00:00","PTPv2","78","Announce Message"
"4","0.677447","RichardH_00:09:ba","LLDP_Multicast","PTPv2","68","Peer_Delay_Req Message"
"5","1.187623","RichardH_00:09:ba","LLDP_Multicast","PTPv2","68","Peer_Delay_Req Message"
"6","1.280390","RichardH_00:09:ba","IEEEI&MS_00:00:00","PTPv2","60","Sync Message"
"7","2.277585","RichardH_00:09:ba","IEEEI&MS_00:00:00","PTPv2","60","Sync Message"
"8","2.277634","RichardH_00:09:ba","IEEEI&MS_00:00:00","PTPv2","78","Announce Message"
"9","2.544903","RichardH_00:09:ba","LLDP_Multicast","PTPv2","68","Peer_Delay_Req Message"
"10","3.262811","RichardH_00:09:ba","IEEEI&MS_00:00:00","PTPv2","60","Sync Message"
"11","3.358954","RichardH_00:09:ba","LLDP_Multicast","PTPv2","68","Peer_Delay_Req Message"
"12","4.260900","RichardH_00:09:ba","IEEEI&MS_00:00:00","PTPv2","60","Sync Message"
"13","4.262985","RichardH_00:09:ba","IEEEI&MS_00:00:00","PTPv2","78","Announce Message"
"14","4.358690","RichardH_00:09:ba","LLDP_Multicast","PTPv2","68","Peer_Delay_Req Message"
"15","7.484604","192.168.2.6","224.0.0.107","UDP","96","42319  >  42319 Len=54"
"16","8.111098","192.168.2.6","224.0.0.107","UDP","96","42319  >  42319 Len=54"
"17","8.573710","192.168.2.6","224.0.0.107","UDP","96","42319  >  42319 Len=54"
"18","9.104391","192.168.2.6","224.0.0.107","UDP","96","42319  >  42319 Len=54"
"19","10.478025","192.168.2.6","224.0.0.107","UDP","96","42319  >  42319 Len=54"
"20","11.469245","192.168.2.6","224.0.0.107","UDP","96","42319  >  42319 Len=54"
"21","12.174889","192.168.2.6","224.0.0.107","UDP","96","42319  >  42319 Len=54"
"22","12.630314","192.168.2.6","224.0.0.107","UDP","96","42319  >  42319 Len=54"
"23","13.413394","192.168.2.6","224.0.0.107","UDP","96","42319  >  42319 Len=54"
"24","14.715776","192.168.2.6","224.0.0.107","UDP","96","42319  >  42319 Len=54"
"25","15.498476","192.168.2.6","224.0.1.129","UDP","86","42319  >  42319 Len=44"
"26","15.931343","192.168.2.6","224.0.0.107","UDP","96","42319  >  42319 Len=54"
"27","16.516110","192.168.2.6","224.0.1.129","UDP","86","42319  >  42319 Len=44"
"28","16.518104","192.168.2.6","224.0.1.129","UDP","106","42320  >  42320 Len=64"
"29","17.267877","192.168.2.6","224.0.0.107","UDP","96","42319  >  42319 Len=54"
"30","17.513362","192.168.2.6","224.0.1.129","UDP","86","42319  >  42319 Len=44"
"31","17.864878","192.168.2.6","224.0.0.107","UDP","96","42319  >  42319 Len=54"
"32","18.496926","192.168.2.6","224.0.1.129","UDP","86","42319  >  42319 Len=44"
"33","18.498801","192.168.2.6","224.0.1.129","UDP","106","42320  >  42320 Len=64"
"34","19.055627","192.168.2.6","224.0.0.107","UDP","96","42319  >  42319 Len=54"
"35","19.485348","192.168.2.6","224.0.1.129","UDP","86","42319  >  42319 Len=44"
"36","19.646723","192.168.2.6","224.0.0.107","UDP","96","42319  >  42319 Len=54"
"37","20.375992","192.168.2.6","224.0.0.107","UDP","96","42319  >  42319 Len=54"
"38","20.470419","192.168.2.6","224.0.1.129","UDP","86","42319  >  42319 Len=44"
"39","20.474626","192.168.2.6","224.0.1.129","UDP","106","42320  >  42320 Len=64"
