"No.","Time","Source","Destination","Protocol","Length","Info"
"16","1.280096","192.168.0.2","192.168.0.1","WSP","582","WSP Get (0x40) aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa://127.0.0.1/index.wml"
"17","1.389986","192.168.0.2","192.168.0.1","WSP","326","WSP Get (0x40) aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa://127.0.0.1/index.wml"
"18","1.502091","192.168.0.2","192.168.0.1","WSP","198","WSP Get (0x40) aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa://127.0.0.1/index.wml"
"19","1.609873","192.168.0.2","192.168.0.1","WSP","133","WSP Get (0x40) aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa://127.0.0.1/index.wml"
"20","1.719681","192.168.0.2","192.168.0.1","WSP","101","WSP Get (0x40) aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa://127.0.0.1/index.wml"
"21","1.829945","192.168.0.2","192.168.0.1","WSP","85","WSP Get (0x40) aaaaaaaaaaaaaaaa://127.0.0.1/index.wml"
"22","1.939724","192.168.0.2","192.168.0.1","WSP","77","WSP Get (0x40) aaaaaaaa://127.0.0.1/index.wml"
"23","2.049824","192.168.0.2","192.168.0.1","WSP","73","WSP Get (0x40) aaaa://127.0.0.1/index.wml"
"24","2.159619","192.168.0.2","192.168.0.1","WSP","71","WSP Get (0x40) aa://127.0.0.1/index.wml"
"25","2.196790","192.168.0.1","192.168.0.2","WSP","60","WSP Reply (0x04): 502 Bad Gateway (0x62)"
"26","2.270487","192.168.0.2","192.168.0.1","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=0, ID=08be)"
"27","2.379628","192.168.0.2","192.168.0.1","WSP","272","WSP Get (0x40) http:////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////127.0.0.1/index.wml"
"28","2.489685","192.168.0.2","192.168.0.1","WSP","91","WSP Get (0x40) http:////////////////////127.0.0.1/index.wml"
"29","2.600356","192.168.0.2","192.168.0.1","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=0, ID=08c9)"
"30","2.711431","192.168.0.2","192.168.0.1","WSP","271","WSP Get (0x40) http////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////127.0.0.1/index.wml"
"31","2.820698","192.168.0.2","192.168.0.1","WSP","90","WSP Get (0x40) http////////////////////127.0.0.1/index.wml"
"32","2.929806","192.168.0.2","192.168.0.1","WSP","73","WSP Get (0x40) http///127.0.0.1/index.wml"
"33","3.039535","192.168.0.2","192.168.0.1","WSP","1073","WSP Get (0x40) http;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;//127.0.0.1/index.wml"
"34","3.149696","192.168.0.2","192.168.0.1","WSP","73","WSP Get (0x40) http;//127.0.0.1/index.wml"
"35","3.160241","192.168.0.1","192.168.0.2","WSP","60","WSP Reply (0x04): 502 Bad Gateway (0x62)"
"36","3.257396","192.168.0.1","192.168.0.2","WSP","60","WSP Reply (0x04): 502 Bad Gateway (0x62)"
"37","3.259519","192.168.0.2","192.168.0.1","WSP","1073","WSP Get (0x40) http:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::://127.0.0.1/index.wml"
"38","3.260923","192.168.0.1","192.168.0.2","WSP","60","WSP Reply (0x04): 502 Bad Gateway (0x62)"
"39","3.334221","192.168.0.1","192.168.0.2","WSP","60","WSP Reply (0x04): 502 Bad Gateway (0x62)"
"40","3.372124","192.168.0.2","192.168.0.1","WSP","172","WSP Get (0x40) http:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::://127.0.0.1/index.wml"
"41","3.392298","192.168.0.1","192.168.0.2","WSP","60","WSP Reply (0x04): 502 Bad Gateway (0x62)"
"42","3.479482","192.168.0.2","192.168.0.1","WSP","82","WSP Get (0x40) http:::::::::://127.0.0.1/index.wml"
"43","3.493714","192.168.0.1","192.168.0.2","WSP","60","WSP Reply (0x04): 502 Bad Gateway (0x62)"
"44","3.495751","192.168.0.1","192.168.0.2","WSP","60","WSP Reply (0x04): 502 Bad Gateway (0x62)"
"45","3.497816","192.168.0.1","192.168.0.2","WSP","60","WSP Reply (0x04): 502 Bad Gateway (0x62)"
"46","3.500322","192.168.0.1","192.168.0.2","WSP","60","WSP Reply (0x04): 502 Bad Gateway (0x62)"
"47","3.502358","192.168.0.1","192.168.0.2","WSP","60","WSP Reply (0x04): 502 Bad Gateway (0x62)"
"48","3.547824","192.168.0.1","192.168.0.2","WSP","60","WSP Reply (0x04): 502 Bad Gateway (0x62)"
"49","3.589720","192.168.0.2","192.168.0.1","WSP","74","WSP Get (0x40) http:://127.0.0.1/index.wml"
"50","3.599459","192.168.0.1","192.168.0.2","WSP","60","WSP Reply (0x04): 502 Bad Gateway (0x62)"
"51","3.696918","192.168.0.1","192.168.0.2","WSP","60","WSP Reply (0x04): 502 Bad Gateway (0x62)"
"52","3.699461","192.168.0.2","192.168.0.1","WSP","1089","WSP Get (0x40) http://aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa/index.wml"
"53","3.746650","192.168.0.1","192.168.0.2","WSP","60","WSP Reply (0x04): 502 Bad Gateway (0x62)"
"54","3.754951","192.168.0.1","192.168.0.2","WSP","60","WSP Reply (0x04): 502 Bad Gateway (0x62)"
"55","3.810829","192.168.0.2","192.168.0.1","WSP","577","WSP Get (0x40) http://aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa/index.wml"
"56","3.904587","192.168.0.1","192.168.0.2","WSP","60","WSP Reply (0x04): 502 Bad Gateway (0x62)"
"57","3.919520","192.168.0.2","192.168.0.1","WSP","321","WSP Get (0x40) http://aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa/index.wml"
"58","3.927857","192.168.0.1","192.168.0.2","WSP","60","WSP Reply (0x04): 502 Bad Gateway (0x62)"
"59","4.025296","192.168.0.1","192.168.0.2","WSP","60","WSP Reply (0x04): 502 Bad Gateway (0x62)"
"60","4.029629","192.168.0.2","192.168.0.1","WSP","193","WSP Get (0x40) http://aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa/index.wml"
"61","4.121414","192.168.0.1","192.168.0.2","WSP","60","WSP Reply (0x04): 502 Bad Gateway (0x62)"
"62","4.139529","192.168.0.2","192.168.0.1","WSP","128","WSP Get (0x40) http://aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa/index.wml"
"63","4.165396","192.168.0.1","192.168.0.2","WSP","60","WSP Reply (0x04): 502 Bad Gateway (0x62)"
"64","4.249661","192.168.0.2","192.168.0.1","WSP","96","WSP Get (0x40) http://aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa/index.wml"
"65","4.262051","192.168.0.1","192.168.0.2","WSP","60","WSP Reply (0x04): 502 Bad Gateway (0x62)"
"66","4.264112","192.168.0.1","192.168.0.2","WSP","60","WSP Reply (0x04): 502 Bad Gateway (0x62)"
"67","4.266144","192.168.0.1","192.168.0.2","WSP","60","WSP Reply (0x04): 502 Bad Gateway (0x62)"
"68","4.358857","192.168.0.1","192.168.0.2","WSP","60","WSP Reply (0x04): 502 Bad Gateway (0x62)"
"69","4.359392","192.168.0.2","192.168.0.1","WSP","80","WSP Get (0x40) http://aaaaaaaaaaaaaaaa/index.wml"
"70","4.361218","192.168.0.1","192.168.0.2","WSP","60","WSP Reply (0x04): 502 Bad Gateway (0x62)"
"71","4.363247","192.168.0.1","192.168.0.2","WSP","60","WSP Reply (0x04): 502 Bad Gateway (0x62)"
"72","4.469652","192.168.0.2","192.168.0.1","WSP","72","WSP Get (0x40) http://aaaaaaaa/index.wml"
"73","4.484573","192.168.0.1","192.168.0.2","WSP","60","WSP Reply (0x04): 502 Bad Gateway (0x62)"
"74","4.589640","192.168.0.1","192.168.0.2","WSP","60","WSP Reply (0x04): 502 Bad Gateway (0x62)"
"75","4.591793","192.168.0.1","192.168.0.2","WSP","60","WSP Reply (0x04): 502 Bad Gateway (0x62)"
"76","4.659357","192.168.0.2","192.168.0.1","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=0, ID=0925)"
"77","4.686900","192.168.0.1","192.168.0.2","WSP","60","WSP Reply (0x04): 502 Bad Gateway (0x62)"
"78","4.689453","192.168.0.1","192.168.0.2","WSP","60","WSP Reply (0x04): 502 Bad Gateway (0x62)"
"79","4.689795","192.168.0.2","192.168.0.1","WSP","68","WSP Get (0x40) http://aaaa/index.wml"
"80","4.692416","192.168.0.1","192.168.0.2","WSP","60","WSP Reply (0x04): 502 Bad Gateway (0x62)"
"81","4.694448","192.168.0.1","192.168.0.2","WSP","60","WSP Reply (0x04): 502 Bad Gateway (0x62)"
"82","4.799481","192.168.0.2","192.168.0.1","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=0, ID=092b)"
"83","4.909583","192.168.0.2","192.168.0.1","WSP","66","WSP Get (0x40) http://aa/index.wml"
"84","4.918850","192.168.0.1","192.168.0.2","WSP","60","WSP Reply (0x04): 502 Bad Gateway (0x62)"
"85","5.019356","192.168.0.2","192.168.0.1","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=0, ID=092f)"
"86","5.088020","192.168.0.1","192.168.0.2","WSP","60","WSP Reply (0x04): 502 Bad Gateway (0x62)"
"87","5.129472","192.168.0.2","192.168.0.1","WSP","1465","WSP Get (0x40) http://aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa/index.wml"
"88","5.278029","192.168.0.2","192.168.0.1","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=0, ID=0934)"
"89","5.378603","192.168.0.2","192.168.0.1","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=0, ID=0939)"
"90","5.415611","192.168.0.1","192.168.0.2","WSP","60","WSP Reply (0x04): 502 Bad Gateway (0x62)"
"91","5.421334","192.168.0.1","192.168.0.2","WSP","60","WSP Reply (0x04): 502 Bad Gateway (0x62)"
"92","5.477774","192.168.0.2","192.168.0.1","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=0, ID=093c)"
"93","5.582583","192.168.0.2","192.168.0.1","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=0, ID=093d)"
