"No.","Time","Source","Destination","Protocol","Length","Info"
"27","2.006768","127.0.0.1","127.0.0.1","TCP","44","21  >  63610 [ACK] Seq=179 Ack=50 Win=8435 Len=0"
"28","2.007076","127.0.0.1","127.0.0.1","FTP","92","Response: 227 Entering passive mode (127,0,0,1,202,213)."
"29","2.007102","127.0.0.1","127.0.0.1","TCP","44","63610  >  21 [ACK] Seq=50 Ack=227 Win=1240 Len=0"
"30","2.007381","127.0.0.1","127.0.0.1","TCP","56","51926  >  51925 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"31","2.007450","127.0.0.1","127.0.0.1","TCP","56","51925  >  51926 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"32","2.007509","127.0.0.1","127.0.0.1","TCP","44","51926  >  51925 [ACK] Seq=1 Ack=1 Win=2161152 Len=0"
"33","2.007623","127.0.0.1","127.0.0.1","FTP","65","Request: STOR hssoqlyafg.txt"
"34","2.007665","127.0.0.1","127.0.0.1","TCP","44","21  >  63610 [ACK] Seq=227 Ack=71 Win=8435 Len=0"
"35","2.009247","127.0.0.1","127.0.0.1","FTP","98","Response: 125 Data connection already open. Transfer starting."
"36","2.009284","127.0.0.1","127.0.0.1","TCP","44","63610  >  21 [ACK] Seq=71 Ack=281 Win=1239 Len=0"
"37","2.009410","127.0.0.1","127.0.0.1","TCP","44","51926  >  51925 [FIN, ACK] Seq=1 Ack=1 Win=2161152 Len=0"
"38","2.009446","127.0.0.1","127.0.0.1","TCP","44","51925  >  51926 [ACK] Seq=1 Ack=2 Win=2161152 Len=0"
"39","2.009585","127.0.0.1","127.0.0.1","TCP","44","51925  >  51926 [FIN, ACK] Seq=1 Ack=2 Win=2161152 Len=0"
"40","2.009622","127.0.0.1","127.0.0.1","TCP","44","51926  >  51925 [ACK] Seq=2 Ack=2 Win=2161152 Len=0"
"41","2.009747","127.0.0.1","127.0.0.1","FTP","68","Response: 226 Transfer complete."
"42","2.009804","127.0.0.1","127.0.0.1","TCP","44","63610  >  21 [ACK] Seq=71 Ack=305 Win=1239 Len=0"
"43","3.012099","127.0.0.1","127.0.0.1","FTP","52","Request: TYPE I"
"44","3.012141","127.0.0.1","127.0.0.1","TCP","44","21  >  63610 [ACK] Seq=305 Ack=79 Win=8435 Len=0"
"45","3.012271","127.0.0.1","127.0.0.1","FTP","70","Response: 200 Type set to: Binary."
"46","3.012301","127.0.0.1","127.0.0.1","TCP","44","63610  >  21 [ACK] Seq=79 Ack=331 Win=1239 Len=0"
"47","3.012365","127.0.0.1","127.0.0.1","FTP","50","Request: PASV"
"48","3.012404","127.0.0.1","127.0.0.1","TCP","44","21  >  63610 [ACK] Seq=331 Ack=85 Win=8435 Len=0"
"49","3.012699","127.0.0.1","127.0.0.1","FTP","92","Response: 227 Entering passive mode (127,0,0,1,202,226)."
"50","3.012726","127.0.0.1","127.0.0.1","TCP","44","63610  >  21 [ACK] Seq=85 Ack=379 Win=1239 Len=0"
"51","3.013003","127.0.0.1","127.0.0.1","TCP","56","51939  >  51938 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"52","3.013074","127.0.0.1","127.0.0.1","TCP","56","51938  >  51939 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"53","3.013127","127.0.0.1","127.0.0.1","TCP","44","51939  >  51938 [ACK] Seq=1 Ack=1 Win=2161152 Len=0"
"54","3.013236","127.0.0.1","127.0.0.1","FTP","65","Request: STOR lrhgkhtcxs.txt"
"55","3.013275","127.0.0.1","127.0.0.1","TCP","44","21  >  63610 [ACK] Seq=379 Ack=106 Win=8435 Len=0"
"56","3.015171","127.0.0.1","127.0.0.1","FTP","98","Response: 125 Data connection already open. Transfer starting."
"57","3.015221","127.0.0.1","127.0.0.1","TCP","44","63610  >  21 [ACK] Seq=106 Ack=433 Win=1239 Len=0"
"58","3.015361","127.0.0.1","127.0.0.1","TCP","44","51939  >  51938 [FIN, ACK] Seq=1 Ack=1 Win=2161152 Len=0"
"59","3.015393","127.0.0.1","127.0.0.1","TCP","44","51938  >  51939 [ACK] Seq=1 Ack=2 Win=2161152 Len=0"
"60","3.015538","127.0.0.1","127.0.0.1","TCP","44","51938  >  51939 [FIN, ACK] Seq=1 Ack=2 Win=2161152 Len=0"
"61","3.015573","127.0.0.1","127.0.0.1","TCP","44","51939  >  51938 [ACK] Seq=2 Ack=2 Win=2161152 Len=0"
"62","3.015714","127.0.0.1","127.0.0.1","FTP","68","Response: 226 Transfer complete."
"63","3.015773","127.0.0.1","127.0.0.1","TCP","44","63610  >  21 [ACK] Seq=106 Ack=457 Win=1239 Len=0"
"64","5.017577","127.0.0.1","127.0.0.1","FTP","52","Request: TYPE I"
"65","5.017615","127.0.0.1","127.0.0.1","TCP","44","21  >  63610 [ACK] Seq=457 Ack=114 Win=8435 Len=0"
"66","5.017758","127.0.0.1","127.0.0.1","FTP","70","Response: 200 Type set to: Binary."
"67","5.017790","127.0.0.1","127.0.0.1","TCP","44","63610  >  21 [ACK] Seq=114 Ack=483 Win=1239 Len=0"
"68","5.017857","127.0.0.1","127.0.0.1","FTP","50","Request: PASV"
"69","5.017896","127.0.0.1","127.0.0.1","TCP","44","21  >  63610 [ACK] Seq=483 Ack=120 Win=8435 Len=0"
"70","5.018191","127.0.0.1","127.0.0.1","FTP","92","Response: 227 Entering passive mode (127,0,0,1,202,248)."
"71","5.018218","127.0.0.1","127.0.0.1","TCP","44","63610  >  21 [ACK] Seq=120 Ack=531 Win=1238 Len=0"
"72","5.018499","127.0.0.1","127.0.0.1","TCP","56","51961  >  51960 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"73","5.018567","127.0.0.1","127.0.0.1","TCP","56","51960  >  51961 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"74","5.018625","127.0.0.1","127.0.0.1","TCP","44","51961  >  51960 [ACK] Seq=1 Ack=1 Win=2161152 Len=0"
"75","5.018737","127.0.0.1","127.0.0.1","FTP","65","Request: STOR wsoprwkbxp.txt"
"76","5.018779","127.0.0.1","127.0.0.1","TCP","44","21  >  63610 [ACK] Seq=531 Ack=141 Win=8434 Len=0"
"77","5.020343","127.0.0.1","127.0.0.1","FTP","98","Response: 125 Data connection already open. Transfer starting."
"78","5.020380","127.0.0.1","127.0.0.1","TCP","44","63610  >  21 [ACK] Seq=141 Ack=585 Win=1238 Len=0"
"79","5.020501","127.0.0.1","127.0.0.1","TCP","44","51961  >  51960 [FIN, ACK] Seq=1 Ack=1 Win=2161152 Len=0"
"80","5.020534","127.0.0.1","127.0.0.1","TCP","44","51960  >  51961 [ACK] Seq=1 Ack=2 Win=2161152 Len=0"
"81","5.020673","127.0.0.1","127.0.0.1","TCP","44","51960  >  51961 [FIN, ACK] Seq=1 Ack=2 Win=2161152 Len=0"
"82","5.020709","127.0.0.1","127.0.0.1","TCP","44","51961  >  51960 [ACK] Seq=2 Ack=2 Win=2161152 Len=0"
"83","5.020824","127.0.0.1","127.0.0.1","FTP","68","Response: 226 Transfer complete."
"84","5.020864","127.0.0.1","127.0.0.1","TCP","44","63610  >  21 [ACK] Seq=141 Ack=609 Win=1238 Len=0"
"85","6.023086","127.0.0.1","127.0.0.1","FTP","52","Request: TYPE I"
"86","6.023131","127.0.0.1","127.0.0.1","TCP","44","21  >  63610 [ACK] Seq=609 Ack=149 Win=8434 Len=0"
"87","6.023301","127.0.0.1","127.0.0.1","FTP","70","Response: 200 Type set to: Binary."
"88","6.023346","127.0.0.1","127.0.0.1","TCP","44","63610  >  21 [ACK] Seq=149 Ack=635 Win=1238 Len=0"
"89","6.023440","127.0.0.1","127.0.0.1","FTP","50","Request: PASV"
"90","6.023471","127.0.0.1","127.0.0.1","TCP","44","21  >  63610 [ACK] Seq=635 Ack=155 Win=8434 Len=0"
"91","6.023796","127.0.0.1","127.0.0.1","FTP","90","Response: 227 Entering passive mode (127,0,0,1,203,5)."
"92","6.023823","127.0.0.1","127.0.0.1","TCP","44","63610  >  21 [ACK] Seq=155 Ack=681 Win=1238 Len=0"
"93","6.024109","127.0.0.1","127.0.0.1","TCP","56","51974  >  51973 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"94","6.024189","127.0.0.1","127.0.0.1","TCP","56","51973  >  51974 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"95","6.024246","127.0.0.1","127.0.0.1","TCP","44","51974  >  51973 [ACK] Seq=1 Ack=1 Win=2161152 Len=0"
"96","6.024361","127.0.0.1","127.0.0.1","FTP","65","Request: STOR paqrulobkc.txt"
"97","6.024406","127.0.0.1","127.0.0.1","TCP","44","21  >  63610 [ACK] Seq=681 Ack=176 Win=8434 Len=0"
"98","6.025996","127.0.0.1","127.0.0.1","FTP","98","Response: 125 Data connection already open. Transfer starting."
"99","6.026032","127.0.0.1","127.0.0.1","TCP","44","63610  >  21 [ACK] Seq=176 Ack=735 Win=1238 Len=0"
"100","6.026154","127.0.0.1","127.0.0.1","TCP","44","51974  >  51973 [FIN, ACK] Seq=1 Ack=1 Win=2161152 Len=0"
"101","6.026186","127.0.0.1","127.0.0.1","TCP","44","51973  >  51974 [ACK] Seq=1 Ack=2 Win=2161152 Len=0"
"102","6.026321","127.0.0.1","127.0.0.1","TCP","44","51973  >  51974 [FIN, ACK] Seq=1 Ack=2 Win=2161152 Len=0"
"103","6.026357","127.0.0.1","127.0.0.1","TCP","44","51974  >  51973 [ACK] Seq=2 Ack=2 Win=2161152 Len=0"
"104","6.026474","127.0.0.1","127.0.0.1","FTP","68","Response: 226 Transfer complete."
"105","6.026514","127.0.0.1","127.0.0.1","TCP","44","63610  >  21 [ACK] Seq=176 Ack=759 Win=1238 Len=0"
"106","7.027608","127.0.0.1","127.0.0.1","FTP","52","Request: TYPE A"
"107","7.027664","127.0.0.1","127.0.0.1","TCP","44","21  >  63610 [ACK] Seq=759 Ack=184 Win=8434 Len=0"
"108","7.027854","127.0.0.1","127.0.0.1","FTP","69","Response: 200 Type set to: ASCII."
"109","7.027888","127.0.0.1","127.0.0.1","TCP","44","63610  >  21 [ACK] Seq=184 Ack=784 Win=1238 Len=0"
"110","7.027962","127.0.0.1","127.0.0.1","FTP","50","Request: PASV"
"111","7.027997","127.0.0.1","127.0.0.1","TCP","44","21  >  63610 [ACK] Seq=784 Ack=190 Win=8434 Len=0"
"112","7.028337","127.0.0.1","127.0.0.1","FTP","91","Response: 227 Entering passive mode (127,0,0,1,203,16)."
"113","7.028370","127.0.0.1","127.0.0.1","TCP","44","63610  >  21 [ACK] Seq=190 Ack=831 Win=1237 Len=0"
"114","7.028683","127.0.0.1","127.0.0.1","TCP","56","51985  >  51984 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"115","7.028755","127.0.0.1","127.0.0.1","TCP","56","51984  >  51985 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"116","7.028819","127.0.0.1","127.0.0.1","TCP","44","51985  >  51984 [ACK] Seq=1 Ack=1 Win=2161152 Len=0"
"117","7.028940","127.0.0.1","127.0.0.1","FTP","50","Request: NLST"
"118","7.028985","127.0.0.1","127.0.0.1","TCP","44","21  >  63610 [ACK] Seq=831 Ack=196 Win=8434 Len=0"
"119","7.030409","127.0.0.1","127.0.0.1","FTP","98","Response: 125 Data connection already open. Transfer starting."
"120","7.030457","127.0.0.1","127.0.0.1","TCP","44","63610  >  21 [ACK] Seq=196 Ack=885 Win=1237 Len=0"
"121","7.030615","127.0.0.1","127.0.0.1","FTP-DATA","796","FTP Data: 752 bytes (PASV) (NLST)"
"122","7.030671","127.0.0.1","127.0.0.1","TCP","44","51985  >  51984 [ACK] Seq=1 Ack=753 Win=2160384 Len=0"
"123","7.030885","127.0.0.1","127.0.0.1","TCP","44","51984  >  51985 [FIN, ACK] Seq=753 Ack=1 Win=2161152 Len=0"
"124","7.030919","127.0.0.1","127.0.0.1","TCP","44","51985  >  51984 [ACK] Seq=1 Ack=754 Win=2160384 Len=0"
"125","7.030980","127.0.0.1","127.0.0.1","FTP","68","Response: 226 Transfer complete."
"126","7.030994","127.0.0.1","127.0.0.1","TCP","44","51985  >  51984 [FIN, ACK] Seq=1 Ack=754 Win=2160384 Len=0"
"127","7.031002","127.0.0.1","127.0.0.1","TCP","44","63610  >  21 [ACK] Seq=196 Ack=909 Win=1237 Len=0"
"128","7.031069","127.0.0.1","127.0.0.1","TCP","44","51984  >  51985 [ACK] Seq=754 Ack=2 Win=2161152 Len=0"
"129","7.031369","127.0.0.1","127.0.0.1","FTP","52","Request: TYPE A"
"130","7.031411","127.0.0.1","127.0.0.1","TCP","44","21  >  63610 [ACK] Seq=909 Ack=204 Win=8434 Len=0"
"131","7.031527","127.0.0.1","127.0.0.1","FTP","69","Response: 200 Type set to: ASCII."
"132","7.031556","127.0.0.1","127.0.0.1","TCP","44","63610  >  21 [ACK] Seq=204 Ack=934 Win=1237 Len=0"
"133","7.031641","127.0.0.1","127.0.0.1","FTP","50","Request: PASV"
"134","7.031681","127.0.0.1","127.0.0.1","TCP","44","21  >  63610 [ACK] Seq=934 Ack=210 Win=8434 Len=0"
"135","7.032053","127.0.0.1","127.0.0.1","FTP","91","Response: 227 Entering passive mode (127,0,0,1,203,18)."
"136","7.032084","127.0.0.1","127.0.0.1","TCP","44","63610  >  21 [ACK] Seq=210 Ack=981 Win=1237 Len=0"
"137","7.032423","127.0.0.1","127.0.0.1","TCP","56","51987  >  51986 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"138","7.032551","127.0.0.1","127.0.0.1","TCP","56","51986  >  51987 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"139","7.032635","127.0.0.1","127.0.0.1","TCP","44","51987  >  51986 [ACK] Seq=1 Ack=1 Win=2161152 Len=0"
"140","7.032811","127.0.0.1","127.0.0.1","FTP","50","Request: NLST"
"141","7.032867","127.0.0.1","127.0.0.1","TCP","44","21  >  63610 [ACK] Seq=981 Ack=216 Win=8434 Len=0"
"142","7.034191","127.0.0.1","127.0.0.1","FTP","98","Response: 125 Data connection already open. Transfer starting."
"143","7.034234","127.0.0.1","127.0.0.1","TCP","44","63610  >  21 [ACK] Seq=216 Ack=1035 Win=1237 Len=0"
"144","7.034329","127.0.0.1","127.0.0.1","FTP-DATA","796","FTP Data: 752 bytes (PASV) (NLST)"
"145","7.034424","127.0.0.1","127.0.0.1","TCP","44","51987  >  51986 [ACK] Seq=1 Ack=753 Win=2160384 Len=0"
"146","7.034581","127.0.0.1","127.0.0.1","TCP","44","51986  >  51987 [FIN, ACK] Seq=753 Ack=1 Win=2161152 Len=0"
"147","7.034613","127.0.0.1","127.0.0.1","TCP","44","51987  >  51986 [ACK] Seq=1 Ack=754 Win=2160384 Len=0"
"148","7.034667","127.0.0.1","127.0.0.1","FTP","68","Response: 226 Transfer complete."
"149","7.034678","127.0.0.1","127.0.0.1","TCP","44","51987  >  51986 [FIN, ACK] Seq=1 Ack=754 Win=2160384 Len=0"
"150","7.034687","127.0.0.1","127.0.0.1","TCP","44","63610  >  21 [ACK] Seq=216 Ack=1059 Win=1236 Len=0"
"151","7.034745","127.0.0.1","127.0.0.1","TCP","44","51986  >  51987 [ACK] Seq=754 Ack=2 Win=2161152 Len=0"
"152","7.034889","127.0.0.1","127.0.0.1","FTP","65","Request: DELE wsoprwkbxp.txt"
"153","7.034920","127.0.0.1","127.0.0.1","TCP","44","21  >  63610 [ACK] Seq=1059 Ack=237 Win=8434 Len=0"
"154","7.036068","127.0.0.1","127.0.0.1","FTP","63","Response: 250 File removed."
"155","7.036105","127.0.0.1","127.0.0.1","TCP","44","63610  >  21 [ACK] Seq=237 Ack=1078 Win=1236 Len=0"
"156","9.038690","127.0.0.1","127.0.0.1","FTP","52","Request: TYPE I"
"157","9.038735","127.0.0.1","127.0.0.1","TCP","44","21  >  63610 [ACK] Seq=1078 Ack=245 Win=8434 Len=0"
"158","9.038892","127.0.0.1","127.0.0.1","FTP","70","Response: 200 Type set to: Binary."
"159","9.038931","127.0.0.1","127.0.0.1","TCP","44","63610  >  21 [ACK] Seq=245 Ack=1104 Win=1236 Len=0"
"160","9.039000","127.0.0.1","127.0.0.1","FTP","50","Request: PASV"
"161","9.039034","127.0.0.1","127.0.0.1","TCP","44","21  >  63610 [ACK] Seq=1104 Ack=251 Win=8434 Len=0"
"162","9.039397","127.0.0.1","127.0.0.1","FTP","91","Response: 227 Entering passive mode (127,0,0,1,203,40)."
"163","9.039424","127.0.0.1","127.0.0.1","TCP","44","63610  >  21 [ACK] Seq=251 Ack=1151 Win=1236 Len=0"
"164","9.039745","127.0.0.1","127.0.0.1","TCP","56","52009  >  52008 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"165","9.039831","127.0.0.1","127.0.0.1","TCP","56","52008  >  52009 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"166","9.039905","127.0.0.1","127.0.0.1","TCP","44","52009  >  52008 [ACK] Seq=1 Ack=1 Win=2161152 Len=0"
"167","9.040032","127.0.0.1","127.0.0.1","FTP","65","Request: STOR bcusvtknhg.txt"
"168","9.040075","127.0.0.1","127.0.0.1","TCP","44","21  >  63610 [ACK] Seq=1151 Ack=272 Win=8434 Len=0"
"169","9.041640","127.0.0.1","127.0.0.1","FTP","98","Response: 125 Data connection already open. Transfer starting."
"170","9.041679","127.0.0.1","127.0.0.1","TCP","44","63610  >  21 [ACK] Seq=272 Ack=1205 Win=1236 Len=0"
"171","9.041803","127.0.0.1","127.0.0.1","TCP","44","52009  >  52008 [FIN, ACK] Seq=1 Ack=1 Win=2161152 Len=0"
"172","9.041836","127.0.0.1","127.0.0.1","TCP","44","52008  >  52009 [ACK] Seq=1 Ack=2 Win=2161152 Len=0"
"173","9.041976","127.0.0.1","127.0.0.1","TCP","44","52008  >  52009 [FIN, ACK] Seq=1 Ack=2 Win=2161152 Len=0"
"174","9.042012","127.0.0.1","127.0.0.1","TCP","44","52009  >  52008 [ACK] Seq=2 Ack=2 Win=2161152 Len=0"
"175","9.042133","127.0.0.1","127.0.0.1","FTP","68","Response: 226 Transfer complete."
"176","9.042197","127.0.0.1","127.0.0.1","TCP","44","63610  >  21 [ACK] Seq=272 Ack=1229 Win=1236 Len=0"
"177","11.043200","127.0.0.1","127.0.0.1","FTP","52","Request: TYPE A"
"178","11.043259","127.0.0.1","127.0.0.1","TCP","44","21  >  63610 [ACK] Seq=1229 Ack=280 Win=8434 Len=0"
"179","11.043464","127.0.0.1","127.0.0.1","FTP","69","Response: 200 Type set to: ASCII."
"180","11.043501","127.0.0.1","127.0.0.1","TCP","44","63610  >  21 [ACK] Seq=280 Ack=1254 Win=1236 Len=0"
"181","11.043576","127.0.0.1","127.0.0.1","FTP","50","Request: PASV"
"182","11.043603","127.0.0.1","127.0.0.1","TCP","44","21  >  63610 [ACK] Seq=1254 Ack=286 Win=8434 Len=0"
"183","11.044008","127.0.0.1","127.0.0.1","FTP","91","Response: 227 Entering passive mode (127,0,0,1,203,62)."
"184","11.044035","127.0.0.1","127.0.0.1","TCP","44","63610  >  21 [ACK] Seq=286 Ack=1301 Win=1235 Len=0"
"185","11.044373","127.0.0.1","127.0.0.1","TCP","56","52031  >  52030 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"186","11.044468","127.0.0.1","127.0.0.1","TCP","56","52030  >  52031 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"187","11.044542","127.0.0.1","127.0.0.1","TCP","44","52031  >  52030 [ACK] Seq=1 Ack=1 Win=2161152 Len=0"
"188","11.044669","127.0.0.1","127.0.0.1","FTP","50","Request: NLST"
"189","11.044715","127.0.0.1","127.0.0.1","TCP","44","21  >  63610 [ACK] Seq=1301 Ack=292 Win=8434 Len=0"
"190","11.046133","127.0.0.1","127.0.0.1","FTP","98","Response: 125 Data connection already open. Transfer starting."
"191","11.046162","127.0.0.1","127.0.0.1","TCP","44","63610  >  21 [ACK] Seq=292 Ack=1355 Win=1235 Len=0"
"192","11.046242","127.0.0.1","127.0.0.1","FTP-DATA","796","FTP Data: 752 bytes (PASV) (NLST)"
"193","11.046274","127.0.0.1","127.0.0.1","TCP","44","52031  >  52030 [ACK] Seq=1 Ack=753 Win=2160384 Len=0"
"194","11.046419","127.0.0.1","127.0.0.1","TCP","44","52030  >  52031 [FIN, ACK] Seq=753 Ack=1 Win=2161152 Len=0"
"195","11.046449","127.0.0.1","127.0.0.1","TCP","44","52031  >  52030 [ACK] Seq=1 Ack=754 Win=2160384 Len=0"
"196","11.046505","127.0.0.1","127.0.0.1","FTP","68","Response: 226 Transfer complete."
"197","11.046519","127.0.0.1","127.0.0.1","TCP","44","52031  >  52030 [FIN, ACK] Seq=1 Ack=754 Win=2160384 Len=0"
"198","11.046529","127.0.0.1","127.0.0.1","TCP","44","63610  >  21 [ACK] Seq=292 Ack=1379 Win=1235 Len=0"
"199","11.046590","127.0.0.1","127.0.0.1","TCP","44","52030  >  52031 [ACK] Seq=754 Ack=2 Win=2161152 Len=0"
"200","11.046723","127.0.0.1","127.0.0.1","FTP","52","Request: TYPE A"
"201","11.046753","127.0.0.1","127.0.0.1","TCP","44","21  >  63610 [ACK] Seq=1379 Ack=300 Win=8434 Len=0"
"202","11.046847","127.0.0.1","127.0.0.1","FTP","69","Response: 200 Type set to: ASCII."
"203","11.046886","127.0.0.1","127.0.0.1","TCP","44","63610  >  21 [ACK] Seq=300 Ack=1404 Win=1235 Len=0"
"204","11.046952","127.0.0.1","127.0.0.1","FTP","50","Request: PASV"
"205","11.046983","127.0.0.1","127.0.0.1","TCP","44","21  >  63610 [ACK] Seq=1404 Ack=306 Win=8434 Len=0"
"206","11.047295","127.0.0.1","127.0.0.1","FTP","91","Response: 227 Entering passive mode (127,0,0,1,203,64)."
"207","11.047323","127.0.0.1","127.0.0.1","TCP","44","63610  >  21 [ACK] Seq=306 Ack=1451 Win=1235 Len=0"
"208","11.047612","127.0.0.1","127.0.0.1","TCP","56","52033  >  52032 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"209","11.047684","127.0.0.1","127.0.0.1","TCP","56","52032  >  52033 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"210","11.047742","127.0.0.1","127.0.0.1","TCP","44","52033  >  52032 [ACK] Seq=1 Ack=1 Win=2161152 Len=0"
"211","11.047837","127.0.0.1","127.0.0.1","FTP","50","Request: NLST"
"212","11.047868","127.0.0.1","127.0.0.1","TCP","44","21  >  63610 [ACK] Seq=1451 Ack=312 Win=8434 Len=0"
"213","11.049237","127.0.0.1","127.0.0.1","FTP","98","Response: 125 Data connection already open. Transfer starting."
"214","11.049281","127.0.0.1","127.0.0.1","TCP","44","63610  >  21 [ACK] Seq=312 Ack=1505 Win=1235 Len=0"
"215","11.049377","127.0.0.1","127.0.0.1","FTP-DATA","796","FTP Data: 752 bytes (PASV) (NLST)"
"216","11.049411","127.0.0.1","127.0.0.1","TCP","44","52033  >  52032 [ACK] Seq=1 Ack=753 Win=2160384 Len=0"
"217","11.049564","127.0.0.1","127.0.0.1","TCP","44","52032  >  52033 [FIN, ACK] Seq=753 Ack=1 Win=2161152 Len=0"
"218","11.049595","127.0.0.1","127.0.0.1","TCP","44","52033  >  52032 [ACK] Seq=1 Ack=754 Win=2160384 Len=0"
"219","11.049651","127.0.0.1","127.0.0.1","FTP","68","Response: 226 Transfer complete."
"220","11.049662","127.0.0.1","127.0.0.1","TCP","44","52033  >  52032 [FIN, ACK] Seq=1 Ack=754 Win=2160384 Len=0"
"221","11.049670","127.0.0.1","127.0.0.1","TCP","44","63610  >  21 [ACK] Seq=312 Ack=1529 Win=1235 Len=0"
"222","11.049731","127.0.0.1","127.0.0.1","TCP","44","52032  >  52033 [ACK] Seq=754 Ack=2 Win=2161152 Len=0"
"223","11.049870","127.0.0.1","127.0.0.1","FTP","65","Request: DELE slrpjxrlny.txt"
"224","11.049900","127.0.0.1","127.0.0.1","TCP","44","21  >  63610 [ACK] Seq=1529 Ack=333 Win=8434 Len=0"
